date,model,daily_mae
2025-12-25,SSA best config,133.0573927913
2025-12-25,Yesterday,98.7255166667
2025-12-26,7-day same-slot mean,75.6419302579
2025-12-26,DLinear,197.6882937854
2025-12-26,Last Week,70.4155090278
2025-12-26,PhaseStructuralFusion,87.4657419444
2025-12-26,SSA best config,161.1997541763
2025-12-26,Yesterday,113.9736354167
2025-12-27,7-day same-slot mean,56.8897451390
2025-12-27,DLinear,165.5823852270
2025-12-27,Last Week,80.2648111111
2025-12-27,PhaseStructuralFusion,75.7995598264
2025-12-27,SSA best config,125.5316548887
2025-12-27,Yesterday,95.3665993056
2025-12-28,7-day same-slot mean,66.6270256942
2025-12-28,DLinear,135.5512250615
2025-12-28,Last Week,99.5260888889
2025-12-28,PhaseStructuralFusion,85.3826340972
2025-12-28,SSA best config,188.6801242874
2025-12-28,Yesterday,87.2982152778
2025-12-29,7-day same-slot mean,66.2181500000
2025-12-29,DLinear,162.7823632586
2025-12-29,Last Week,65.8696048611
2025-12-29,PhaseStructuralFusion,81.4896463194
2025-12-29,SSA best config,162.9716038894
2025-12-29,Yesterday,101.9024687500
2025-12-30,7-day same-slot mean,99.8300243054
2025-12-30,DLinear,134.6965374337
2025-12-30,Last Week,88.1997937500
2025-12-30,PhaseStructuralFusion,111.2385212153
2025-12-30,SSA best config,211.3367470788
2025-12-30,Yesterday,137.2803972222
2025-12-31,7-day same-slot mean,60.4507531748
2025-12-31,DLinear,169.5870727668
2025-12-31,Last Week,95.3551743056
2025-12-31,PhaseStructuralFusion,93.0976922569
2025-12-31,SSA best config,194.1342728291
2025-12-31,Yesterday,121.3443041667
